Period '120111'  '120112'  '120121'  '120122'  '120411'  '120412'  '120521'  '120522'  '120611'  '120612'  '120621'  '120622'  '120711'  '120712'  '120721'  '120722'  '120811'  '120812'  '120821'  '120822'  '120911'  '120912'  '120921'  '120922'  '121011'  '121012'  '121021'  '121022'  '121111'  '121112'  '121211'  '121212'  '121221'  '121222'  '121321'  '121322'  '121411'  '121412'  '121421'  '121422'  '121511'  '121512'  '121711'  '121712'
4.89  0.022063  0.016140  0.024114  0.022534  0.043408  0.024346  0.042352  0.040605  0.100720  0.119605  0.045522  0.058804  0.025232  0.051187  0.028465  0.029564  0.076265  0.053413  0.030877  0.145405  0.086222  0.074877  0.060781  0.044351  0.017307  0.017307  0.026408  0.034243  0.045026  0.063918  0.044092  0.058703  0.026306  0.048971  0.021893  0.021975  0.068051  0.148457  0.061501  0.023315  0.110048  0.067287  0.015121  0.023618
4.90  0.021998  0.016010  0.023948  0.022534  0.043345  0.024220  0.042461  0.040387  0.099933  0.119212  0.045522  0.058702  0.025128  0.051187  0.028355  0.029454  0.075921  0.053413  0.030877  0.145405  0.086518  0.074778  0.060666  0.044236  0.017198  0.017307  0.026232  0.034066  0.045026  0.063997  0.043918  0.058355  0.026188  0.049205  0.021893  0.021975  0.067928  0.148169  0.061693  0.023315  0.109419  0.067287  0.014977  0.023474
4.91  0.021868  0.015945  0.023782  0.022451  0.043282  0.024158  0.042461  0.040278  0.099147  0.118950  0.045522  0.058499  0.025128  0.051084  0.028245  0.029454  0.075646  0.053413  0.031013  0.145269  0.086715  0.074581  0.060551  0.044581  0.017090  0.017307  0.026056  0.033890  0.044947  0.064075  0.043657  0.058007  0.025953  0.049440  0.021893  0.021975  0.067846  0.147841  0.061789  0.023411  0.108791  0.067077  0.014977  0.023330
4.92  0.021803  0.015880  0.023699  0.022368  0.043156  0.024032  0.042461  0.040169  0.098491  0.118687  0.045522  0.058398  0.025025  0.050980  0.028135  0.029454  0.075371  0.053413  0.031013  0.145133  0.086912  0.074482  0.060322  0.044810  0.016981  0.017307  0.025880  0.033714  0.044868  0.064075  0.043396  0.057659  0.025836  0.049675  0.021893  0.022057  0.067764  0.147513  0.061981  0.023411  0.108162  0.066867  0.014833  0.023186
4.93  0.021672  0.015750  0.023532  0.022368  0.043093  0.023969  0.042461  0.039950  0.097835  0.118425  0.045522  0.058195  0.025025  0.050877  0.027915  0.029344  0.075095  0.053413  0.031013  0.144997  0.087208  0.074384  0.060207  0.045040  0.016872  0.017307  0.025704  0.033626  0.044711  0.064154  0.043136  0.057224  0.025718  0.049793  0.021975  0.022057  0.067682  0.147184  0.062077  0.023411  0.107533  0.066867  0.014833  0.023042
4.94  0.021607  0.015685  0.023366  0.022285  0.043031  0.023843  0.042461  0.039841  0.097311  0.118163  0.045522  0.058094  0.024921  0.050774  0.027805  0.029344  0.074820  0.053413  0.031013  0.144725  0.087406  0.074285  0.060092  0.045270  0.016763  0.017416  0.025528  0.033450  0.044554  0.064154  0.042788  0.056876  0.025484  0.049910  0.021975  0.022057  0.067600  0.146856  0.062173  0.023507  0.107114  0.066658  0.014689  0.022898
4.95  0.021477  0.015620  0.023283  0.022202  0.042905  0.023717  0.042461  0.039732  0.096786  0.117901  0.045522  0.057891  0.024921  0.050670  0.027695  0.029234  0.074545  0.053344  0.031013  0.144589  0.087603  0.074186  0.059862  0.045385  0.016654  0.017416  0.025352  0.033274  0.044396  0.064154  0.042527  0.056441  0.025366  0.050145  0.022057  0.022057  0.067477  0.146487  0.062365  0.023603  0.106485  0.066448  0.014689  0.022754
4.96  0.021412  0.015490  0.023116  0.022202  0.042842  0.023654  0.042461  0.039514  0.096261  0.117769  0.045522  0.057790  0.024921  0.050567  0.027586  0.029234  0.074338  0.053344  0.031013  0.144453  0.087800  0.074088  0.059747  0.045615  0.016654  0.017416  0.025176  0.033098  0.044160  0.064233  0.042266  0.056007  0.025249  0.050262  0.022057  0.022057  0.067395  0.146158  0.062461  0.023699  0.105856  0.066239  0.014545  0.022610
4.97  0.021282  0.015425  0.022950  0.022119  0.042779  0.023528  0.042461  0.039405  0.095868  0.117507  0.045522  0.057688  0.024818  0.050463  0.027476  0.029124  0.074063  0.053344  0.031013  0.144317  0.087998  0.073989  0.059632  0.045844  0.016545  0.017416  0.025000  0.032922  0.043845  0.064154  0.041918  0.055659  0.025131  0.050262  0.022139  0.022057  0.067271  0.145789  0.062653  0.023795  0.105227  0.066239  0.014545  0.022466
4.98  0.021217  0.015359  0.022867  0.022035  0.042716  0.023466  0.042461  0.039295  0.095606  0.117245  0.045522  0.057486  0.024818  0.050360  0.027366  0.029124  0.073856  0.053276  0.031013  0.144181  0.088096  0.073989  0.059402  0.046074  0.016437  0.017416  0.024824  0.032834  0.043609  0.064154  0.041657  0.055224  0.025014  0.050380  0.022139  0.022057  0.067189  0.145420  0.062749  0.023891  0.104598  0.066029  0.014401  0.022321
4.99  0.021087  0.015229  0.022701  0.021952  0.042716  0.023340  0.042461  0.039077  0.095343  0.117114  0.045522  0.057384  0.024715  0.050257  0.027146  0.029124  0.073650  0.053276  0.031013  0.144045  0.088293  0.073890  0.059402  0.046189  0.016328  0.017416  0.024648  0.032658  0.043294  0.064154  0.041309  0.054789  0.024896  0.050380  0.022221  0.022057  0.067066  0.145050  0.062845  0.023891  0.104179  0.065819  0.014401  0.022177
5.00  0.021022  0.015164  0.022618  0.021952  0.042653  0.023214  0.042461  0.038968  0.095081  0.116982  0.045421  0.057181  0.024715  0.050153  0.027036  0.029124  0.073443  0.053276  0.031013  0.143773  0.088392  0.073890  0.059402  0.046419  0.016219  0.017416  0.024472  0.032482  0.042979  0.064154  0.041048  0.054354  0.024779  0.050497  0.022221  0.022057  0.066984  0.144681  0.063037  0.023987  0.103550  0.065610  0.014257  0.022033
5.01  0.020891  0.015099  0.022451  0.021869  0.042590  0.023151  0.042461  0.038750  0.094950  0.116720  0.045421  0.056979  0.024611  0.050050  0.026926  0.029124  0.073237  0.053207  0.031013  0.143637  0.088589  0.073792  0.059402  0.046534  0.016110  0.017416  0.024295  0.032306  0.042586  0.064075  0.040700  0.053919  0.024661  0.050497  0.022221  0.022139  0.066861  0.144270  0.063132  0.024082  0.102921  0.065400  0.014257  0.021889
5.02  0.020826  0.015034  0.022368  0.021786  0.042527  0.023025  0.042461  0.038641  0.094819  0.116589  0.045421  0.056877  0.024611  0.049946  0.026816  0.029124  0.073030  0.053207  0.030877  0.143501  0.088688  0.073693  0.059517  0.046764  0.016001  0.017416  0.024119  0.032218  0.042192  0.064075  0.040440  0.053572  0.024544  0.050497  0.022303  0.022139  0.066779  0.143901  0.063228  0.024178  0.102292  0.065190  0.014257  0.021745
5.03  0.020761  0.014904  0.022202  0.021703  0.042464  0.022962  0.042461  0.038531  0.094819  0.116458  0.045421  0.056674  0.024508  0.049843  0.026706  0.029124  0.072824  0.053138  0.030877  0.143229  0.088787  0.073594  0.059517  0.046879  0.016001  0.017307  0.023943  0.032042  0.041798  0.063997  0.040092  0.053137  0.024427  0.050497  0.022303  0.022139  0.066656  0.143490  0.063420  0.024274  0.101873  0.064981  0.014113  0.021601
5.04  0.020631  0.014839  0.022119  0.021620  0.042401  0.022836  0.042461  0.038313  0.094819  0.116196  0.045421  0.056573  0.024508  0.049739  0.026596  0.029124  0.072686  0.053138  0.030877  0.143093  0.088885  0.073496  0.059517  0.046993  0.015892  0.017307  0.023767  0.031866  0.041405  0.063918  0.039744  0.052702  0.024309  0.050497  0.022385  0.022139  0.066533  0.143080  0.063516  0.024370  0.101244  0.064771  0.014113  0.021313
5.05  0.020566  0.014774  0.021952  0.021537  0.042401  0.022773  0.042461  0.038204  0.094819  0.116064  0.045421  0.056472  0.024404  0.049636  0.026487  0.029124  0.072480  0.053069  0.030741  0.142957  0.088984  0.073397  0.059517  0.047108  0.015783  0.017307  0.023591  0.031690  0.040933  0.063839  0.039483  0.052267  0.024192  0.050380  0.022385  0.022139  0.066409  0.142670  0.063708  0.024466  0.100616  0.064562  0.013969  0.021169
5.06  0.020436  0.014709  0.021869  0.021537  0.042339  0.022648  0.042461  0.037986  0.094950  0.115802  0.045421  0.056472  0.024404  0.049533  0.026377  0.029014  0.072342  0.053000  0.030741  0.142821  0.089083  0.073298  0.059517  0.047223  0.015675  0.017307  0.023415  0.031602  0.040854  0.063760  0.039135  0.051832  0.024074  0.050380  0.022385  0.022139  0.066327  0.142259  0.063804  0.024562  0.100196  0.064352  0.013969  0.021025
5.07  0.020371  0.014578  0.021703  0.021453  0.042276  0.022522  0.042461  0.037876  0.095081  0.115540  0.045421  0.056370  0.024301  0.049429  0.026157  0.029014  0.072136  0.053000  0.030605  0.142549  0.089181  0.073200  0.059517  0.047338  0.015566  0.017198  0.023239  0.031426  0.040775  0.063682  0.038787  0.051484  0.023957  0.050262  0.022467  0.022139  0.066204  0.141808  0.063900  0.024658  0.099567  0.064142  0.013825  0.020881
5.08  0.020241  0.014513  0.021620  0.021370  0.042213  0.022459  0.042461  0.037658  0.095212  0.115409  0.045421  0.056370  0.024301  0.049326  0.026047  0.029014  0.071998  0.052931  0.030605  0.142413  0.089280  0.073101  0.059402  0.047453  0.015457  0.017198  0.023151  0.031250  0.040696  0.063603  0.038526  0.051050  0.023839  0.050262  0.022467  0.022139  0.066081  0.141397  0.064092  0.024754  0.098939  0.063933  0.013825  0.020737
5.09  0.020176  0.014448  0.021453  0.021287  0.042150  0.022333  0.042461  0.037549  0.095343  0.115015  0.045421  0.056370  0.024198  0.049119  0.025937  0.029014  0.071860  0.052863  0.030468  0.142277  0.089280  0.073002  0.059402  0.047568  0.015457  0.017198  0.022975  0.031162  0.040539  0.063524  0.038178  0.050615  0.023722  0.050145  0.022549  0.022139  0.065958  0.140946  0.064188  0.024754  0.098310  0.063723  0.013681  0.020593
5.10  0.020110  0.014383  0.021370  0.021204  0.042087  0.022270  0.042461  0.037331  0.095474  0.114753  0.045421  0.056269  0.024198  0.049016  0.025827  0.028904  0.071723  0.052794  0.030468  0.142141  0.089379  0.072904  0.059402  0.047683  0.015457  0.017090  0.022799  0.030986  0.040460  0.063446  0.037831  0.050180  0.023605  0.050028  0.022631  0.022139  0.065835  0.140535  0.064380  0.024850  0.097890  0.063304  0.013681  0.020449
5.11  0.019980  0.014318  0.021204  0.021121  0.042024  0.022144  0.042461  0.037222  0.095606  0.114491  0.045421  0.056269  0.024094  0.048912  0.025717  0.028904  0.071585  0.052725  0.030332  0.141869  0.089477  0.072805  0.059402  0.047683  0.015457  0.017090  0.022623  0.030809  0.040382  0.063367  0.037570  0.049832  0.023487  0.049793  0.022713  0.022139  0.065712  0.140084  0.064476  0.024946  0.097262  0.063094  0.013681  0.020305
5.12  0.019915  0.014188  0.021121  0.021038  0.041961  0.022081  0.042461  0.037003  0.095737  0.114097  0.045421  0.056269  0.024094  0.048809  0.025607  0.028904  0.071516  0.052725  0.030196  0.141733  0.089477  0.072608  0.059402  0.047798  0.015457  0.016981  0.022447  0.030721  0.040224  0.063209  0.037222  0.049397  0.023370  0.049675  0.022795  0.022139  0.065589  0.139632  0.064572  0.025042  0.096842  0.062885  0.013537  0.020017
5.13  0.019785  0.014123  0.020955  0.020955  0.041898  0.021956  0.042461  0.036894  0.095868  0.113704  0.045421  0.056370  0.023991  0.048602  0.025497  0.028794  0.071378  0.052656  0.030196  0.141461  0.089477  0.072509  0.059288  0.047913  0.015457  0.016981  0.022271  0.030545  0.040067  0.063131  0.036961  0.049049  0.023252  0.049558  0.022877  0.022139  0.065424  0.139181  0.064764  0.025138  0.096214  0.062675  0.013537  0.019873
5.14  0.019720  0.014058  0.020871  0.020871  0.041835  0.021830  0.042570  0.036676  0.095999  0.113310  0.045421  0.056472  0.023991  0.048499  0.025387  0.028794  0.071241  0.052587  0.030060  0.141325  0.089576  0.072312  0.059288  0.047913  0.015457  0.016981  0.022095  0.030369  0.039988  0.063052  0.036613  0.048614  0.023135  0.049323  0.022877  0.022139  0.065301  0.138729  0.064860  0.025234  0.095585  0.062465  0.013393  0.019729
5.15  0.019655  0.013993  0.020705  0.020788  0.041772  0.021767  0.042570  0.036567  0.095999  0.112786  0.045421  0.056674  0.023887  0.048395  0.025278  0.028794  0.071172  0.052519  0.029924  0.141189  0.089576  0.072213  0.059173  0.048028  0.015457  0.016872  0.022007  0.030281  0.039831  0.062894  0.036352  0.048267  0.023017  0.049205  0.022959  0.022139  0.065178  0.138278  0.064955  0.025330  0.095165  0.062046  0.013393  0.019585
5.16  0.019525  0.013928  0.020622  0.020705  0.041709  0.021641  0.042570  0.036348  0.096130  0.112261  0.045421  0.056776  0.023784  0.048188  0.025168  0.028685  0.071034  0.052450  0.029924  0.140917  0.089576  0.072016  0.059173  0.048028  0.015457  0.016763  0.021831  0.030105  0.039673  0.062737  0.036004  0.047832  0.022900  0.048971  0.023041  0.022139  0.065014  0.137785  0.065051  0.025426  0.094537  0.061837  0.013249  0.019441
5.17  0.019460  0.013863  0.020539  0.020622  0.041584  0.021578  0.042570  0.036239  0.096130  0.111737  0.045421  0.056877  0.023784  0.048085  0.025058  0.028685  0.070965  0.052381  0.029924  0.140781  0.089675  0.071917  0.059173  0.048142  0.015457  0.016763  0.021655  0.029929  0.039594  0.062580  0.035743  0.047484  0.022782  0.048736  0.023123  0.022139  0.064891  0.137334  0.065147  0.025522  0.094117  0.061627  0.013249  0.019297
5.18  0.019329  0.013797  0.020372  0.020539  0.041521  0.021452  0.042570  0.036021  0.096130  0.111081  0.045319  0.056877  0.023681  0.047878  0.024948  0.028575  0.070828  0.052312  0.029924  0.140509  0.089675  0.071720  0.059058  0.048142  0.015457  0.016654  0.021479  0.029841  0.039437  0.062422  0.035395  0.047136  0.022665  0.048501  0.023123  0.022139  0.064727  0.136841  0.065243  0.025522  0.093489  0.061208  0.013249  0.019153
5.19  0.019264  0.013667  0.020289  0.020456  0.041458  0.021389  0.042570  0.035912  0.096130  0.110425  0.045319  0.056979  0.023681  0.047775  0.024838  0.028575  0.070759  0.052243  0.029924  0.140373  0.089675  0.071523  0.059058  0.048257  0.015566  0.016654  0.021303  0.029665  0.039358  0.062265  0.035135  0.046788  0.022548  0.048266  0.023205  0.022139  0.064604  0.136390  0.065435  0.025618  0.093069  0.060998  0.013105  0.019009
5.20  0.019199  0.013602  0.020123  0.020372  0.041395  0.021264  0.042570  0.035693  0.095999  0.109769  0.045319  0.057080  0.023577  0.047568  0.024728  0.028465  0.070690  0.052106  0.029924  0.140101  0.089675  0.071424  0.058943  0.048257  0.015566  0.016545  0.021126  0.029577  0.039201  0.062107  0.034874  0.046440  0.022430  0.048031  0.023287  0.022057  0.064439  0.135938  0.065531  0.025714  0.092440  0.060789  0.013105  0.018721
5.21  0.019069  0.013537  0.020040  0.020289  0.041332  0.021201  0.042570  0.035584  0.095868  0.109114  0.045319  0.057181  0.023577  0.047465  0.024618  0.028465  0.070621  0.052037  0.029924  0.139829  0.089675  0.071227  0.058943  0.048257  0.015566  0.016437  0.021038  0.029401  0.039043  0.061950  0.034613  0.046092  0.022313  0.047796  0.023287  0.022057  0.064275  0.135446  0.065627  0.025809  0.092021  0.060369  0.012961  0.018577
5.22  0.019004  0.013472  0.019957  0.020206  0.041269  0.021075  0.042570  0.035366  0.095737  0.108327  0.045218  0.057181  0.023474  0.047258  0.024508  0.028355  0.070552  0.051968  0.029924  0.139693  0.089675  0.071029  0.058828  0.048372  0.015566  0.016437  0.020862  0.029225  0.038965  0.061792  0.034352  0.045745  0.022195  0.047444  0.023369  0.022057  0.064152  0.134953  0.065723  0.025905  0.091392  0.060160  0.012961  0.018433
5.23  0.018939  0.013407  0.019790  0.020123  0.041143  0.020949  0.042570  0.035148  0.095474  0.107540  0.045218  0.057283  0.023474  0.047154  0.024398  0.028355  0.070484  0.051899  0.029924  0.139421  0.089675  0.070832  0.058713  0.048372  0.015566  0.016328  0.020686  0.029137  0.038807  0.061635  0.034091  0.045484  0.022078  0.047209  0.023451  0.022057  0.063988  0.134502  0.065819  0.026001  0.090973  0.059740  0.012817  0.018289
5.24  0.018809  0.013342  0.019707  0.020040  0.041080  0.020886  0.042570  0.035038  0.095212  0.106753  0.045117  0.057283  0.023370  0.046947  0.024288  0.028245  0.070415  0.051830  0.029924  0.139149  0.089675  0.070635  0.058713  0.048372  0.015566  0.016219  0.020510  0.028961  0.038807  0.061399  0.033830  0.045136  0.021960  0.046974  0.023451  0.022057  0.063824  0.134009  0.065915  0.026001  0.090554  0.059531  0.012817  0.018289
5.25  0.018744  0.013277  0.019624  0.019957  0.041017  0.020760  0.042570  0.034820  0.094819  0.105966  0.045117  0.057283  0.023267  0.046741  0.024179  0.028245  0.070346  0.051693  0.029924  0.139013  0.089576  0.070536  0.058598  0.048372  0.015566  0.016219  0.020334  0.028873  0.038729  0.061163  0.033569  0.044875  0.021960  0.046857  0.023533  0.022057  0.063660  0.133558  0.066011  0.026097  0.089925  0.059112  0.012817  0.018145
5.26  0.018614  0.013212  0.019458  0.019874  0.040955  0.020697  0.042570  0.034711  0.094425  0.105048  0.045117  0.057384  0.023267  0.046637  0.024069  0.028135  0.070277  0.051624  0.029924  0.138740  0.089576  0.070339  0.058483  0.048372  0.015457  0.016110  0.020246  0.028697  0.038729  0.061005  0.033395  0.044527  0.021843  0.046739  0.023615  0.022057  0.063495  0.133065  0.066011  0.026193  0.089506  0.058902  0.012673  0.018145
5.27  0.018548  0.013147  0.019375  0.019790  0.040829  0.020572  0.042570  0.034493  0.094032  0.104261  0.045015  0.057384  0.023164  0.046430  0.023959  0.028025  0.070277  0.051555  0.029924  0.138468  0.089576  0.070142  0.058483  0.048372  0.015457  0.016001  0.020070  0.028609  0.038729  0.060769  0.033134  0.044266  0.021726  0.046739  0.023615  0.022057  0.063331  0.132573  0.066107  0.026289  0.088877  0.058692  0.012673  0.018001
5.28  0.018483  0.013082  0.019291  0.019707  0.040766  0.020509  0.042570  0.034274  0.093507  0.103343  0.045015  0.057384  0.023164  0.046327  0.023849  0.028025  0.070208  0.051417  0.030060  0.138196  0.089576  0.069944  0.058368  0.048372  0.015457  0.016001  0.019894  0.028433  0.038650  0.060533  0.032873  0.044005  0.021608  0.046622  0.023697  0.022057  0.063167  0.132080  0.066203  0.026289  0.088458  0.058273  0.012529  0.018001
5.29  0.018353  0.013016  0.019125  0.019624  0.040703  0.020383  0.042570  0.034165  0.092983  0.102425  0.044914  0.057587  0.023060  0.046120  0.023739  0.027915  0.070208  0.051348  0.030060  0.137924  0.089576  0.069747  0.058253  0.048372  0.015457  0.015892  0.019718  0.028257  0.038571  0.060297  0.032700  0.043744  0.021491  0.046504  0.023779  0.021975  0.062962  0.131629  0.066299  0.026385  0.087829  0.058064  0.012529  0.018001
